,text,Ans
3351,kikireestl nooo yahoo account hmm wanna say bk days idk fosho,neutral
3352,its reg gig yet hopefully be havent done massage actually,neutral
3353, todayy yayy,neutral
3354,macbook pro sitting close poor macbook ashamed its plastic face sides,neutral
3355,school w linda nothing i miss,neutral
3356,weird guys house without here dont like,neutral
3357,bit disappointed killer jonathan ross hes sexy hell though,neutral
3358,didnt even get chance shop  aldi,neutral
3359,nz busyfun mothers day thanks got wanteda wii fit yay,negative
3360,forgot happy moms day,positive
3361,really good mood absolutely reason tee,neutral
3362,hmm guess world headed daylets make prediction,neutral
3363,far ive tried kill twice  min ive outside tripping stupid things knew shouldve stayed bed,neutral
3364,loong day bed cuddling papabear watching south park yay bday bbq tomorrow cant wait,neutral
3365,baby shut,neutral
3366,still read em,neutral
3367,ah midday  great time breakfast,neutral
3368,wish could go gotta work,neutral
3369,spent last  year largely ambivalent sw dev practices feel care factor returning look out,neutral
3370,im back first k running race still alive,negative
3371,curse upon ridiculously slow internetz work dang image loaded,neutral
3372,okay reason im buying app hate ea stand for simcity rock though httpisgdjpmm,neutral
3373,fun,neutral
3374,wedding reception fun thought,neutral
3375,noticed new sidebar twittercom look nice,neutral
3376,ill put name list,neutral
3377,good morning fellow tweeter,neutral
3378,know love you,neutral
3379,im feeling higher mt everest,neutral
3380,everyone working tonight im bored,negative
3381,owned actual cellphone would video called qik,neutral
3382,oh joy gong long weekebd yipee ,neutral
3383,am goin sleeeeep,neutral
3384,report finding,neutral
3385,hey its easyjust type youre doing like facebook much simpler good day,neutral
3386,wondering come mcdonalds take long deliver food,negative
3387,lmaothats sad kinda discourages rom goin  wack,neutral
3388,yup going do hes mother effin champion lol,negative
3389,oh radio amazing yesterday,neutral
3390,im mad cuz cant get picture work,neutral
3391,worst,positive
3392,shoe hurt foot,neutral
3393,first fight,neutral
3394,back work,neutral
3395,its beautiful nice day im stuck inside,neutral
3396,disappointed,neutral
3397,aarg look like go home vega weekend much maker faire,neutral
3398,fawxing crayon,neutral
3399,im sorry hear youre hospital hope youll better soon,neutral
3400,salt pig thing coz broke one lol guy even wat salt pig is,neutral
3401,omg beckky love you shouldve gs rootin you hows thing going,negative
3402,birthday over,neutral
3403,thanks anyway,neutral
3404,browsin thru video multiply saw video u sang bf miss you n miss you pls come back wherever u r,neutral
3405,ate much,neutral
3406,always  xtra cleaning b leaving da road  springhill suites cafe  yum,neutral
3407,think something better view tight budget,neutral
3408,aww sound sad,neutral
3409,car shopping kacy yay,neutral
3410,working graveyard shift,neutral
3411,dad totally rocked offspringpretty fly white guy haha,negative
3412,yup mothers day plan birthday,negative
3413,arg exile still problem alttabbing,negative
3414, rip curl,neutral
3415,pretty black top flower pink hue,positive
3416,get catacomb ffrom cinemas tried get local one little ago theyh didnt it,neutral
3417,dr hook awesome,negative
3418,quite welcome mr poole,neutral
3419,httpxkcdcom  todays xkcd looking forward daily update week,neutral
3420,know miss her,neutral
3421,its raining past day actually sunny today well little while its super cloudy,neutral
3422,younger sister fly next week two week visit blessed look forward seeing family member visit,neutral
3423,biggest headache ever photosensitivity getting control help,neutral
3424,up tweets also filming place w signal hmmm,neutral
3425,yeah whateverin twisted mind maybe  lol  oh wait thats mine too,neutral
3426,see coffee table again so r u cominging  insult cleaning rest house,negative
3427,mine,neutral
3428,im mo nudge again better watch out,neutral
3429,come hard find guy passion love woman ever going see day im lonely yall,neutral
3430,urghhhhhhhhhh makeing cry,neutral
3431,absolutely truthe horror still wash ovr sometimes think abt actual last days gd memory go,neutral
3432,mariemy heart go,neutral
3433,inc sound good still like friday although mean go work tomarrow,neutral
3434,awww like anne curtis tho rite its soap thats gonna replace it,positive
3435,window  runningvery happy its got sum wicked new feature httpbitlyjywnz,neutral
3436,look youtube jessandnicolemusic new leave comment subscribe thankyou x,neutral
3437,need break need kitkat haha,neutral
3438,oh totally work,neutral
3439,psa ive usuing twiddict last  tweet yet show bored bare w me,neutral
3440,historical jesus ever exist im finding hard prove hearsay account  bug ,neutral
3441,dont need server someone know program use wordpress love knowledge limited right,neutral
3442,watch id forgottenmost it enjoyed reseeing it paying today face doesnt bounce back anymore,neutral
3443,excited week trying productive monday trying hard,neutral
3444,sooo lucky fiance away wthe marine corpshavent even seen yet,positive
3445,sarah mcglaclan song background please donate jpnnbak fund dinero cable bill think make,neutral
3446,omg anyone see wee girl bgt sucha shame,neutral
3447,gday know nhibernate issue com interop vb  net wrapper  netnhibernate dll im getting crazy,neutral
3448,helloaint tweetin day cuz  switch thing  da new place exhausted sick,neutral
3449,g price drop would nice want another one backupbluray player,neutral
3450,im wit cha got home da reggae club wishin sexin somebody,neutral
3451,like binary code name say zirconcode well xd its looking nice better before,neutral
3452,cant get in im waiting room,neutral
3453,lol glad like it,neutral
3454,didnt save links dont need distractions need motivation,negative
3455,ugh two week push produce six pack produced nothing pain,neutral
3456,sum tell  vote  miley seems sum peeple r still voting went  mtvcom nd seems cant vote,negative
3457, thanks dear wish best,neutral
3458,said hi u,neutral
3459,omg  madness came radio,neutral
3460,mommy oh well hope get better,neutral
3461,httptwitpiccomaida  snood,neutral
3462,maybe going see hannah montana movie todaaaay ive seen one time before cant wait see again,neutral
3463,managed find bottle pimms weather go,neutral
3464,itssarah congrats sarah thats awsum,neutral
3465,really bored today ate bowl ful rasberries grapes im waiting dinner,neutral
3466,teacher made lamest joke today darth vaders birthday cuz may th lol love it happy star war day everyone ,neutral
3467,oh marathon  mahasha,neutral
3468,yes sir sure did,neutral
3469,cool httpwwwinbflatnet details made please tell,neutral
3470,thats one wish video compilation s thrusting,neutral
3471,congrats howie hope bring little james germany soon wish best family,positive
3472,fun sad guy,negative
3473,guinea pig died today,neutral
3474,huge block snack chocolate here ti calling name already,neutral
3475,room hot sleep in,neutral
3476,possibly yes,neutral
3477,ellen shes  rescue bad hips deserves pampering shes full life though,neutral
3478,play quake min,neutral
3479,hope went well rooting not so comfortable world phd application formfillingin ,positive
3480,go msn need talk something happened today,neutral
3481,its click without subscription needed vote tweet httpopenzapcom in today best list,neutral
3482,goodnight tweeps,negative
3483,aww miss you least get go home right,neutral
3484,barrel made of hey pas barrel,neutral
3485,thanks adding,neutral
3486,cant wait watch next season hero,positive
3487,bored making mother day card,negative
3488,sometime around midnight airborne toxic event literally cannot escape it fml,positive
3489,think max my cat may really gone,negative
3490,m working logo photoshop  didnt work out hehe try lah,neutral
3491,bird living me find way kill  thing beside exterminator vegas suck,neutral
3492,oowwwwhy wisdom teeth hurt much,neutral
3493,airsoft much fun play brother its great bonding experience,positive
3494,know help almost everyday,neutral
3495,saw half rro staff walk bysadly didnt see,neutral
3496,totally agree wasnt even good judge said wither said make feel better,neutral
3497,want listen musiq soulchild ipod,neutral
3498,didnt meet rosie donnell still fun night,positive
3499,thats right now stare everyone else working thier laptop,neutral
3500,nice cake cant like them haha should thats sooo gayy though,neutral
3501,sunny entered subbasement its raining,neutral
3502,orange vitamin water  new addiction u try it,neutral
3503,yay thanku hugs,neutral
3504,said im bummed missed it sigh want go california,neutral
3505,we ready new generationoh yeahwe backstreet fan proud it,neutral
3506, recover  photo,neutral
3507,we never want lose fan got u here thank saying wish others nice day greets,neutral
3508,chillin bored drinking margarita txt,neutral
3509,killer coming td banknorth boston  pm and cant go everyone else go though ticket sale sat,negative
3510,mom hair salon dying hair,neutral
3511,good morning mommy happy mother day pull cat tail know like,negative
3512,thats good,neutral
3513,thanks love video dont need download dont offer everything want try,neutral
3514,noticed ridiculous,neutral
